Deep_House,Tropical_House,Progressive_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Bassline_House,Melbourne_Bounce,Dutch_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Afro_House,Electro_House,Real_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Ambient_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Classic_Trance,Goa_Trance,EDM_Psy,Full_On_Psy,Dark_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Bubblegum_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Future_Garage,Breaks,Jungle,Big_Beat,Hard_Trap,Hybrid_Trap,Heaven_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Glitch_Hop,Neuro_Hop,Trip_Hop,Jazz_Hop,Ambient,Chillout,Downtempo,Midtempo,Electronica,IDM,Indie_Dance,Complextro,Brazilian_Bass,Jungle_Terror,Jersey_Club,Carnival,Moombahton,Moombahcore,Synth_Pop,Bigroom_House,Bass_House
1470509961,34383209,1401181387,29023501,496617158,563523507,1409266017,862651037,865946108,865021899,509098527,1408626386,1311530752,1397773327,1453010471,26988756,1321508453,1316547370,1331248906,1313616363,1340108208,1376817012,1348306759,1367317795,1340109370,1459410108,1451464342,1464962799,462997654,558560776,1458411037,1907282983,1449268908,2030112457,1846268507,1462045311,1341138511,1329599241,27964080,26923038,1375911076,1341384785,1363589764,1404159303,30394423,1818998483,1497062540,1296558188,1448851571,1393895959,5088112,1325633460,455502181,451113657,496640968,573900183,1500074866,2044264094,22661995,401723118,2048636759,1478542584,27154250,505820419,1464104530,413834209,32408489,405597612,563058284,1428365964,1362142890,407077,22777571,1401267279,408532188,19565585,1296970932,1313752589,1299106151,1905649018,28155115,1302106473,557578762,35804162,553941463,482395487,1425212276,411907927,1462802540,409031046
476081925,34364292,569390988,1304848675,482395094,546540891,1397204571,490500907,1335093149,1378461155,1446525489,1344532116,1326739564,1869296670,34167871,1348905175,1388693381,515608756,1343375905,1465203919,1394555535,1388488173,1460548861,1440808354,1372690836,28701832,482633030,562598422,1951022775,1856126959,1494549627,2055001939,25792412,1321930210,543968937,1806956262,548060222,555121040,1267747,27153331,1306497869,1341385693,426850317,2032343755,1886457235,403710535,1889607798,2023085040,1368371831,1416640107,27492809,485354979,460298631,1954450097,522780480,1401863929,494787295,27984420,27189175,1954892860,1392143001,2005478964,4336646,460514774,1419361918,1368546535,440411423,425137431,33479944,496869962,532630268,21145450,41632481,27826617,28723586,407459608,507585216,1349621848,3475586,1964471156,28028681,560326988,440464678,1921761302,441492008,415793214,519941199,1359699660,412911838,1483756423
27223673,414980898,2053532075,413961621,1373133347,1868060846,1483952487,498331914,561206802,29807321,29017617,1404632098,460793376,1377270397,474574108,1399858813,1407702919,1344863133,1337597030,1428123846,1399983782,1824868200,1405316598,1385987622,573911775,1984758432,500684880,572045235,36897266,1443034057,1445429000,1477348239,1473517872,1349673334,1384543846,1455826924,1490923004,1325136903,21392126,503766836,1420468851,1400953374,573749504,1381588044,1917262312,515453303,1494475775,545412047,1374252537,2018901181,501803924,514543482,452997492,1321382725,1296271898,1482077991,1399428074,26695782,2020454871,402073689,1826369441,534540236,28432313,518012142,1457540173,424264133,518813517,404784938,427542100,1356668966,1816915571,20051662,22821104,1487874981,28477895,28030062,30967328,2020760821,1343234454,1854285899,496298218,1344843851,34749741,1878490078,425956445,1448872431,17257002,2318591,1370008879,434659441
1471185430,405599976,26374759,31140127,552431608,1459388722,482988842,862711797,31090383,28432556,1417465549,1399978480,413740250,524116009,1359156905,1345126755,1342924086,409872016,1331033991,1340110167,1392976872,1944773716,1348449270,547427917,2654211,555046333,1368252514,1442741762,28877975,538795106,555349571,548140754,542368358,508827714,1398825516,1464608121,1437257476,555075318,17748720,27054027,1428655036,16319495,28826478,1369878442,1942389484,1401179675,1946269991,2024164568,1390311207,1309726712,1407247785,34516298,524231617,1485314910,1817505547,506218280,26148519,40729231,1876734125,1448623511,554909018,1357565473,1573111,1311319044,1399998230,442605097,35345631,571740740,452814484,554391717,521784213,17657623,473964497,1961582290,408522207,30621821,473602432,1397942417,1330634645,1930294154,34923664,1876048173,34228118,479219580,1344584748,1313052326,28195194,1299564000,1897469553,865997491
475264024,417859109,31838171,1392052765,1354298114,529824979,1339855500,474932438,35807423,27691915,508319058,1396217848,1351478280,543613466,17229103,1293953972,2037901214,509726053,1425703018,1913688006,1404790352,862099841,551842031,1450688204,544798418,458711341,1336866327,563249986,1867155415,1395523950,562597417,1348954090,497371149,1897605182,1437257835,1353150507,406096860,1345468884,27257543,26418874,1811654228,484059729,503558736,2010376780,1466202254,26364018,1944577911,864639875,27900017,1942177116,548242143,30612333,520665017,1367514165,1925481340,1906945039,1870617032,17244018,1312254067,1442716454,1361141134,1477919205,2611460,492052663,1321392563,1432056896,424262071,404783968,26280122,1846274138,1418382494,21891270,419250237,1447629154,425136088,1327241276,550136112,26576444,1309814229,526689068,461518913,1461158642,544520203,30355398,1318177197,1346131726,32145624,5203760,1451384962,1939753938
862743854,399411072,545590024,2035262534,484732439,547017413,484365272,1384470940,424236476,28418554,1428245477,1361885478,418550259,1361324684,1394653492,1313778386,862734733,17728663,1812128690,28934290,484458897,1887308453,1353880404,542012826,479219110,1317055688,434550501,1479267225,1944145620,1374092298,1329263416,1939838483,1467362405,862085843,501384212,1390745212,1894058194,495426315,534694172,483481268,2057390297,1483612713,508555892,2005691500,1336999980,472948115,1490021581,501224446,543655508,1987029571,1822466288,1376816971,453185842,437292516,1392090171,28688416,508473934,1890653947,23991636,1410653692,1463361605,1346474251,18360589,411315556,1322185784,1306360713,37240030,404784315,458507590,1956626985,501214051,38392676,36019540,1975141544,465262689,16846158,524150717,1372495940,3035215,1922660752,509017169,1851411976,1419369243,543919118,555347716,1393556054,2002917997,536243092,31851308,427542527
1368209367,404784524,862138974,1427845884,1494856936,1392086736,530995912,1961408804,413154443,476245676,1964442818,1356641341,1341716002,1341819665,1294889063,1849082206,563735520,1323303724,1395312156,1394851806,566368220,1427336635,1441381850,1361325055,1859962614,555774534,1435829507,1422603966,2015216200,27210841,1944409768,1334849676,28459066,1820004332,1382985314,28381278,1396336411,535685021,568622894,1394306108,1331197983,1331285323,28826473,1426883071,456185106,32803826,1948926116,1322200900,425295392,531190242,27267044,422094989,1347767074,36199058,1483411741,30854534,430043085,1877075300,1871438094,1905158318,2047491054,574033525,31134384,1393679530,2005190287,429450904,399411324,571339581,37091383,1369470718,484365279,3737591,447279805,2030997464,19064252,16443295,408332519,1329664861,1921454083,2007323140,1389940083,1478059057,1403316088,26457453,1388344945,41636634,1336866783,27723940,34280478,1321811457
485960356,31918956,1305365471,1486231320,36871858,1965085172,479979570,1492670356,1819334285,28481950,1430160419,1395927990,1303237340,1386134286,421160386,1418242086,1345655583,1388343859,1458679701,26458573,2015114410,1937222399,3683999,28752305,1340109373,507114310,1301575301,1421613181,1954592735,2010721745,1408204830,1349899046,1353121563,1830908376,516657085,505817696,538550796,1876244579,1825020,26857234,1500724764,1341385690,1396816400,1918341612,426026431,39122944,1501446052,484314655,489970189,1318154267,29709125,29816297,401722064,454224222,1466028787,1296723797,2005544488,863268463,1975368046,1496010330,864564113,1353090725,17531837,522528183,1424643669,1420929627,32196381,1459845246,417613331,1467296829,1399978448,405480355,36025351,1961231558,41641408,2105684,429210986,1306049658,26986162,1941945194,26899871,531446126,29477720,27692133,509949029,26249518,1990847,513054582,1315467584,1323631439
1303019576,407677419,408532993,1417623170,34468304,535674750,473817053,1339096643,534126106,29758220,1403012640,484633501,865812354,513815711,28661590,865055663,1997424203,29563302,1295279652,1313616364,1370748279,1323303301,1830874314,28336412,1325629768,1399348824,1312988644,536623599,2028514951,558560067,1949245745,1859160390,1844083226,1427042859,534539200,1854978753,1389505523,1374281121,565676434,1354435208,495218085,1348835882,1315238789,2034585083,865021923,1986633448,1871153145,1405840803,1431894263,1306357837,1298038365,29729121,522511676,1324576107,1850188032,1452599464,425684877,1398324989,26783320,1400397026,1494146685,1433545292,4336897,456185289,1417400876,513363324,400690469,570086190,432698442,465921456,484365276,33223212,26107932,1808212214,425298651,28139582,444269133,1454111106,862371125,2042156566,27554471,1478412194,1384373903,32574172,1347794484,456175025,1326262448,28642416,546730469,490595325
465921726,33314692,1487437388,1894252174,38019544,503123064,1464684434,544491022,402070287,28289083,1369815430,1332809973,1964550777,456333569,410801715,2053413249,1313222515,453151514,1296721513,1395759059,507936429,1488690868,1394936635,1389940205,1356028684,864580260,549411884,1387936911,474791371,505395930,1973450046,1811494353,1295058670,1398824716,1952605712,559996883,1831163482,1940318959,5171416,27153319,1346097796,543968456,1448461058,27985313,448317686,1367524424,1944547856,1379848102,489970195,1349134205,1882715845,1957982141,476324536,1817341678,1303168688,1952833598,26313139,1954896015,1416870614,1501937220,1376253856,28878449,1870653414,460514773,1864697770,545589140,515411021,573179562,1362080178,17640759,1391064663,26997059,29049506,1964456184,408332574,28299385,518094021,1970900205,26064588,1461777771,27698949,1300281642,410802732,1860398813,529069609,1492479173,574183117,455345012,409941024,549941510
2046098246,402070063,1313558354,28819197,31835269,1426532411,512806259,1355928930,560879631,1377465708,2041114594,1458410101,33894030,548010372,412902937,544017264,532777257,1421167506,1307789403,513938898,1399637977,26500100,1347707847,1319814248,1329581801,475279866,1381926999,1376831050,1376983614,410925754,1324029623,502346557,33289899,1392073114,1398242249,1407995051,1997170101,509106406,1334673833,17541566,1910974154,543968467,1315241296,1363670330,1450211777,1438363679,410821019,2032966165,1336856161,462612354,1489232705,504016021,433681384,1293905026,573900185,493276993,1406004262,29457658,27662084,1872144190,1987986781,1939939706,405372233,865881973,2040144358,522510217,409931344,423314076,27003906,17640761,28483865,18299731,506092685,1494981026,32337015,27940940,865973659,27818855,571339888,1398407075,1473854459,1375804946,415126675,417859490,1294165148,1340519370,28405339,1941522336,1338363261,478269494
1438101046,2048439815,1331714755,1833293829,28789106,1415846454,417859613,501000201,462997837,28056859,508319398,1480535556,865450635,467011846,1323252019,1968048298,1869084525,1329971870,1433799349,1323470165,506874356,1921230015,1824624247,573958229,1313107689,465673199,500684888,1495859203,26296140,480579661,550959192,508357312,1424058934,508236531,530972225,1303127968,1991057413,2032206272,27962755,17142440,1446769526,16146752,1973353354,1866097144,1453683590,453185943,1842154372,1323574368,2020420665,26739062,1436726410,1309555047,36505016,1355367954,1390241630,1859542308,574344323,1965323624,26239210,1912763261,487192256,1422866533,27127319,36921410,1355854442,1416675105,401386069,552432461,1966335374,25755525,1405370971,436668326,22778427,1479675450,408532163,33705907,1400369459,547278690,1403547247,1378812168,21270643,1401656012,417247488,27838881,517571085,467590428,17579729,1446433390,409647170,1318880071
862961395,29415990,1862704001,1302084123,1447773945,458231118,518180714,1329310107,33260428,26520613,29490357,1471433875,548184489,1863013241,1399075236,563059867,1321061366,1482901835,1377270396,1342488549,1392976871,483242871,1356028683,28789231,1417036396,1425212776,1387369059,473742014,1449742418,1428286042,1927590501,1449146960,1322219517,1955113407,864217094,1366699521,508236407,864100031,2024298934,508232140,1347402504,2022531554,29448957,1368911500,1302455859,32857106,1474397080,865455706,1988614697,1426971306,19089824,28128856,458231401,1969729857,1498433743,1948194269,26427501,1351009567,1402966599,466795760,1385257866,2024999620,5225517,444269610,1368371829,1998514856,473918266,27010441,1345902792,1315469626,1321392789,1293953826,1432682602,1961231557,41672567,26895827,424394965,1318137253,1361988234,1498189910,27256249,1364369653,1446219884,552569595,29793024,1832553933,1332698261,1892365,1824284168,431096795
26407756,26350246,1393861454,30706632,30870671,534065096,426026877,1342881391,1488343142,26605234,1368949854,1481437662,36621480,1811824087,548140189,535714364,1393248714,34324652,1440582564,28624135,1396280886,1399991907,28299050,1404754775,1313675765,1316187133,508917243,1880401436,406346954,424849022,2014158521,1819593894,2027971211,1856052111,546730468,557524297,1955637198,1410233750,26965736,26244008,1391811780,1359508674,508333787,21725416,41630147,1924481202,1811589811,1911836232,1486812242,1310407725,27267048,487379421,541499408,461090506,1397610541,573926907,1312637987,452804496,1974436475,1396330228,1347418569,1817809434,1345970,1348650080,1437110341,526472698,409931614,1419439284,458725133,1331698097,1300202592,17464316,481613596,1407909857,29474177,407450660,33071119,1311461614,533824524,1904993484,33211527,507929859,1952822871,1338104945,557723511,516727899,426009093,40157308,1351965060,1937888491
1314785927,1311826926,1307465437,1856315864,399354424,1931512197,1323631439,2037337144,525062518,28382740,426341484,1812126539,1345865397,1393602840,26957360,1367732606,501220881,1418245291,1812392700,28877698,1968200293,1444286735,1381485739,1309210633,1396946360,1416678522,1366906225,1423763826,443875414,1836060468,1868459910,1473285581,1331566954,1419181397,1364126499,1294791757,1494808938,554675687,471763570,5168527,1868076854,474764994,1363592044,26781987,1842712874,31284010,1410779248,1439309547,543655506,1426965542,573506870,416531595,1456132110,31814561,1973454134,1493051613,1447613754,439121389,2024801845,1344383527,1822601670,1912229257,18360590,405377982,1375563061,420500717,403012052,442315418,415792656,2564248,1444584096,16625578,63000,1356842099,437856589,26357991,495220241,475277838,26927140,1826065277,508222720,535163989,450224721,27087283,511921046,469128445,545718733,2192079,427373972,1301489065
1854031440,34923482,1308858410,1440751063,1294968030,1381882717,1950027536,1933976322,540635169,1455098549,1416854512,1324513191,520274017,1893921896,451521610,558132459,469508148,424262739,1388265310,1358365021,1403322640,544820563,1470751506,1441993235,1339215142,29445872,865625812,1496897992,572848663,31134445,863201857,1822645563,1416482768,1445902842,507983429,554201384,1488290496,496382419,1306786609,5223562,1470914734,543968446,27201381,1325668841,1398699606,1881926944,1944548842,490595438,17443127,512528451,1983555078,515452529,1481297609,1819239171,1322208234,1399228105,28805973,487527816,1902729420,1348588701,1328506504,5098777,27013726,429450904,1346179052,458231015,473573287,432506478,429482661,1471935480,448520368,27005193,1345091,1409460967,31191132,1419980333,1374083992,2017372054,28146270,2023084363,34280268,1322313077,1393679172,1909825541,571912201,486814816,1394274875,29459599,33343462,404184296
1917206492,410801557,456175289,1316562998,515143924,518092122,531051236,1372784411,411314881,400342303,1402812697,2042207682,1417251451,518174057,27971571,1372953935,1354405787,1469074574,1325127540,1458155839,555331186,1451358965,1438598175,573960653,1407705742,1298843581,1301574411,538342233,1336866053,548575282,1356081260,1384277526,25792411,1383152768,1371894036,1306498779,505575792,562396698,862356891,27054017,1957786657,28085662,1314607710,1304835111,1377700571,32235135,1849139961,1436755219,1340222890,1408627176,19089819,865492374,456175116,862415495,1443573023,1913939118,1916691183,1904152899,26750871,401722125,29535668,1432514482,3564863,465677796,1364256648,516323035,411921527,35283713,470736623,28412168,485347585,1306345938,1978690088,1929159916,33752764,399354113,507585222,1837506660,19165686,1464868685,521415879,447279091,456632963,1293886113,516610025,467595903,412911566,1299998060,516321185,1400569479
433681211,413834542,865861083,1405248650,36496224,520460354,1340659055,501000200,404184733,34586065,1388246418,1481437666,1385299714,1300280621,1979495535,1347448417,1302434288,28003601,1311091158,573937084,518918805,2013486509,2038033093,1937590911,548010405,1392557033,1380834260,1415240724,1417782017,1396330612,1834329381,1334556966,1501174497,1997200774,507794090,1331530119,1377148344,1988543950,3887974,26491237,1906348290,1348835821,32242122,514546540,1387003261,489998364,1973755395,534542211,1381368049,1923165938,449577854,481853601,464674643,1332718235,1963815922,1498439265,1385635478,427595650,1821821862,1388837804,1402719099,1473878863,488626379,445144188,1974758610,1305364740,26245614,1310005778,427542123,5067894,1300594157,26997057,415593070,1677899,408055130,33872347,409646739,557579518,26394124,1491191863,1362825682,470573914,534539412,1947920463,505820527,449577295,484365048,1413985404,34072192,1983676255
1359260617,29771141,31081244,1366703054,1381388844,515742276,1405421510,484365048,427142301,1923202971,41672547,1367207790,1419653998,1398242393,1354414192,1842140752,1379100762,519265676,1303064445,1331584392,1363669428,865021408,1420575692,1360751356,550959676,16729366,509728952,1346931748,28877946,716051,1297494088,1384277522,507532266,864420508,1403699452,1498487023,503083295,2003134491,862306334,26690158,1423264656,1392753822,1316843070,1353307312,566443661,1879809494,1847879384,1439769305,1398841602,1305760942,1393895960,436487813,435289279,1459289365,1341322838,1433423982,513949546,1319834691,26704553,1920792633,1365393564,1482080389,28071422,464377251,1496931373,1354213116,1356328496,415793866,518896965,562592168,26552656,18450658,28881691,1366245912,31134665,1367034599,504686364,2034126697,31062099,511214524,41644352,1377170290,1368962667,543915538,1327508886,472141443,1939763120,1405367718,1317370828,512359036
1981154412,34364460,1353067279,1853098143,31384206,1373142332,484365055,555867011,32312270,1304601261,408140959,29381688,497223684,552199548,29808207,1387733313,1436321777,417247098,1859969253,1340774186,507936414,1341771910,1403114926,1486278109,1396953301,29305199,507532272,1419340678,29531143,536624920,554381848,1874565225,1467246843,1410822302,504396890,1382712360,1894055312,534540501,862306340,1406067513,445845298,1832777809,1396816398,1808065328,32857435,1444624014,1862462881,863523029,534064168,1450099588,1470585747,1990841,556204229,2007747185,1806954491,23963873,26552656,1876293745,568123988,29737648,1951090414,27017903,1342492,458507576,1831795155,573728344,1856761383,404783302,36307119,1732981,1493971625,4083795,22821103,1399936522,27540805,1316776201,1322315254,26159281,26738907,1904993656,29114031,547387106,29812521,26442233,427542370,473873628,30212431,28911956,1467021921,1380225157
