Deep_House,Tropical_House,Progressive_House,Bigroom_House,Bass_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Electro_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Full_On_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Breaks,Jungle,Hybrid_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Jazz_Hop,Ambient,Chillout,Downtempo,Electronica,IDM,Indie_Dance,Brazilian_Bass,Carnival
1382909204,36024457,1308856981,1396138240,528272608,1409704442,1483503165,1300306716,531040468,1450692214,1398600590,517973521,521417774,1426881478,1364326885,1458679701,1415553929,1390790061,864647526,573919473,544798418,1423914099,1379464141,491955285,423227409,1477576725,1402911990,1300423332,1483923043,1940007543,546723207,1398241602,574259502,1417802009,542634640,28186956,1846299464,472948115,1374564233,1962493032,1351603213,2019373841,468272970,566435631,525127017,466333474,1837710606,1448871290,2106622645,1416870614,2079668128,1493061613,1368371829,36308050,420154843,28856305,22778419,3873001,41641408,1416344989,1353120375,2033889047,2092171954,1461396954,502238040
1493261470,437608088,511921153,1405437143,1961938192,1989119313,1350638080,1458124028,1377289570,1405884684,1368661861,439911367,526472185,2026667335,535548187,1352073231,1367333966,538796548,1803585200,1425989222,1410762506,1386891311,1409239486,1307108945,1304922062,1440911105,1482008220,1454773612,25791285,486814902,2038861131,555950406,505449057,1418973707,502706964,32192763,1433425152,1348326272,2005193549,2063420987,534126527,1354412334,1950566299,514543477,556204229,574207935,573900183,574339350,1364315725,26783286,26825348,1910841404,1365373782,35270748,411315657,476323595,2147588500,2119705876,429769646,489998940,2030077597,18272993,1817289975,1330056542,406086586
555985728,407677434,1315114438,1375174852,455881755,1844349808,409647186,1340273870,501403302,1376696749,1366606419,28347785,399552273,1423168919,27978175,1919361021,563419995,1358290375,1320216972,573934842,572674611,28005018,865625812,1440684810,462997637,24516224,1405068959,1498364962,1394244252,2042810874,1388749129,1323969919,1418806570,1936012336,2113510500,1316559749,1916366855,1881926190,2015484628,1346148212,557584285,1454293965,1864783759,1326262627,1387292908,1385783841,1351912210,1467299421,452601108,1892123877,556030396,1977362473,2000934136,26527067,27708107,36308046,1418033,1396198115,33495513,27506366,1834491931,26452504,1348678147,1394264145,2025104144
1337122036,417833340,516318173,436046555,407889366,1863035900,427542574,1386832510,35331568,35779193,1384455160,544330058,569213035,1402966538,34899626,1963232442,1996922343,1902731024,862099850,1440290528,1326194619,1426038610,1357960902,454438526,28135324,1338634386,1946841003,1444726034,1335268362,1321930187,516657085,1834329415,1997170038,1864638555,1375868198,27653282,33391788,1329900090,2039062114,1399621154,543655498,1823297808,1442521094,418602859,472137797,1454318250,1397049983,1416371658,407679631,1912791728,1893757303,1368695503,1399979326,39224151,446508060,29391938,481523667,2079919089,36621672,26309586,1415933242,1313543854,2080394298,505807103,1336866171
2011078952,413834485,28144709,1462802540,427542603,1489259135,405372326,1331236328,1322099718,1390259059,1434295215,439915306,1365801491,1384079613,30089271,1373453058,1379294681,1404789753,1824177782,1465197930,2034062061,1332392886,1316563391,502206050,1446947328,1488704051,1857722756,1405157014,1298750601,547036425,1334394606,1323821932,1401018159,1417055593,28172762,2063703754,1424216182,31140887,1496001997,2141997454,29374711,1323370749,1387025097,41667077,414980075,1300789327,1928518626,1804675726,442605212,18810313,1476449000,1301274736,1398756672,476254278,1392522693,1323498143,1347717609,1366232984,408532242,37132457,1329665666,1374673058,1963232453,521981368,533607598
39224405,29422008,1303154043,1432442165,427416035,1475904464,1363845379,427542181,417250186,1415339316,1439181112,1333575394,1374604248,408332067,495542046,1809483007,1397044393,506874816,560857200,1348318676,406346143,552288409,1401664433,519708050,1442142260,22812950,1395534583,1359951763,446875867,502486960,2072245456,1320011637,502228305,512099252,16146714,1372783254,1381082571,1917262314,1813263551,2024164568,1368563821,1415802448,1318218531,1409265345,507795659,1428684563,419254711,1417094948,490637449,1932923086,2031077664,1912229257,2101637195,399411050,571336352,525122105,28339960,1392705189,33252514,1311462140,1362603741,1318534355,1334557431,1418196842,1370226955
534968127,419250532,1333341543,469410926,1318801839,1438638579,479409000,1939993434,530986558,1449277383,1436347183,534067194,1343599923,2052576838,26527476,1456659156,2079662246,1394312011,1922092384,1815145489,1342747680,500296454,1393557277,530986653,1365726691,409325059,1346104166,1296548157,1383163332,520461563,481537233,1416508899,408140746,1378930286,1357758209,1317409002,1416675100,1923310750,1833619415,1927606486,534315055,1381723341,19089821,427416380,1378441965,1444896150,1434214529,436305253,1989128756,511818979,1838984330,26813347,2071359419,411921224,430041081,483378864,415593063,2028306959,407889126,509531183,1894788563,1309814229,525239264,1306534099,1324041484
4291796,34468303,571952656,534995566,456175717,1483115108,475264146,491955256,2092518044,1360257687,1453415292,28051000,532776450,1911637523,34324652,1336864729,862961359,507936409,1480502283,1841901147,1356080050,1418420834,1420800967,1501888981,28017185,548251312,1392356912,1883154598,1882849417,1429642216,1379401593,559351602,32450220,1495828889,2044949168,28972165,491294093,548650022,1953200556,1966153132,5080930,2022978099,2038574875,1324013209,1403423940,1498433743,481853110,566772988,463268733,26678502,29535668,1839439896,2020266314,529539950,1324572050,451521079,1863518,3599875,408522205,1373146268,1424233533,1361988234,2042087034,1376196270,405599977
1489000605,419250556,1375262187,409647170,515455561,1428158340,447926149,1339204229,480426366,503891418,1365139168,542911003,453176890,1403221415,30569382,1403321020,1390789213,552199751,862102829,1887056161,1320220325,1304968682,865794123,481537173,481537268,1331213755,1930688696,1833289077,1399643625,550772108,1445685322,2061620324,1450782482,1351731631,1318507900,29565930,1360746868,477250181,1862462881,1941819758,1390311207,1435524525,1309198184,1307223863,430043475,1436589865,2045990977,565941411,2044672143,2003181114,26264917,526091211,2116998016,469300806,1371879679,2124924546,447279805,1401385635,408055132,2053758458,424849135,1001143,2032541582,1300169616,518013108
561072019,33081218,1841156457,399343768,862100666,1961592511,38019659,475279320,489110014,1428245477,1862231416,1348167317,1426946384,1394501708,515452086,1371698550,1359493105,1398761498,502228235,574134210,1440104783,28052194,1391209018,525238886,1946688394,1444672569,1391842496,1455023391,29413772,1463334051,1995108570,1417801445,1363711357,1406062966,1407712835,2056084168,409060989,2123063175,1913279815,1401467404,1381365153,1917349704,2010501536,1903478112,444548368,1473580949,518076379,1294082367,1339885516,1333446131,864564113,2052095028,1364244011,412187646,38494856,1341071458,28642049,3599870,23369756,1391744,2022715202,1304767001,1904993484,532777168,1394401495
1395530763,421563209,1373600008,1485173108,491695242,1485359489,468877144,482395095,1416481405,484365376,1974373058,546686136,29922416,464188659,506373678,1300305467,574049285,1382561298,1937222399,1448237408,1944491582,17223389,497745567,489506263,29531139,2033193863,2081636525,1325711400,1453446095,1337164978,566436423,570288671,1449581179,403711026,1356928309,1419438291,2034084626,437605808,1910623363,1841283463,543655507,26738452,35539344,458697081,459066120,1306053103,565841099,26313139,500913278,21165915,1345600500,1367100434,1395927069,409941339,407889689,1405498455,1344991,2047301380,32857639,1458667970,1367534,1313543858,2079844232,1300603722,429482321
31545899,34532077,569356437,36199106,1346924662,1856315864,35023075,508319696,508441415,1382087045,1887730853,1304602291,1333323325,1377870304,28965807,1330192447,1350128583,518918801,481537286,1841977713,532777468,1388111817,551548725,1459075056,404184318,501983014,1938002915,1863265972,1494146999,1405058194,1818476342,1398695368,411922008,502463430,1483612715,31624643,1433426227,1470987396,1956672818,1366518610,1355268218,1344291785,1360758994,21606456,450224898,2012438446,531051225,1391425429,523251087,1899272378,1480811253,1263263,2053628261,559404045,1321546976,404783924,454438447,2102686225,31381562,33527163,459717928,26521116,1909480894,1492828964,1347229909
1333232317,400689529,1808956176,33756970,453185809,2057117099,1311292520,1438910274,526618038,1416849987,1414760449,414980218,516653139,1419980117,424264680,1343375905,1488388866,1477987775,1356119998,1914881955,1417112698,28471100,507532252,1479547069,507260596,2039463898,1886545537,505818599,1939481569,1294843170,567351744,2073777578,507974487,1294883278,28085661,2115809482,1433426225,1333144356,1834005407,1888074284,1916842584,507114227,1303027390,477331369,416700633,1302288107,2072709566,502238630,568039357,18810318,523248435,1304811720,1987062195,427373344,2028474985,29755508,22664074,1366233360,33495492,479422172,1341512405,1313543857,1355079781,1375262143,863170674
1492270055,424057396,1304848493,1821732270,407839612,1810537386,427542519,528273346,1407712672,1358189191,1434451933,557579224,1347402555,1496033949,27565433,2032392694,1381869290,2038033886,1901376766,28855456,493041078,27539177,439121914,1843875153,1983550607,1366552298,1813622715,1359951761,28044516,535634421,1410135192,2019182959,1428462645,489770360,1905456364,28359816,1472588120,1471948142,1814085873,1423242792,1385569266,1312080561,2079797030,2037825715,467990486,1473580948,1887287824,1374496037,2075547338,1874353366,1811827241,26813349,1362080178,428350027,33872347,463842204,39324829,1401265712,32337010,26159289,1427838257,16846183,2134526276,1469011532,1403062078
1965469693,410801559,1400391426,1831893268,479028360,1314487549,1465393134,1452228045,2019151584,1443869151,1405878508,1374402900,551339318,1434217046,1300195573,2134901360,1846712079,2067532245,1501582472,2024819910,1382794980,1850147423,1380874440,1447794241,2024015332,508221454,1366924777,1441476708,1393978927,2024737116,1982606602,1485349892,1321385148,1425900139,2074274023,1397480821,1484982030,864639378,1826920770,1426233249,1841284232,1369213913,26739367,1307223868,439121331,515392280,547758998,1312641091,490637459,21165928,1396359622,546855548,1369855743,2122329146,1313102152,1368763705,771810,1375872376,28086200,32922715,1342500173,25545184,1456599715,522444983,1338643490
1359261074,1309697628,32451923,1358164896,2048721998,513857632,416531553,1411275483,466795442,1387138142,1374446019,1377700506,1305366224,1446181086,27786601,1301572209,1409077433,507936397,27557400,573951560,1326191799,1466954436,1411936975,569090242,458238412,1378685507,1398463865,516649087,573973396,1446275487,1336996206,1436668380,426881315,502228532,501831232,1866097146,1410385774,1825847396,1429590011,1370226957,1950420481,1823298717,1804226740,36024611,495220427,2048166101,518092363,28356138,23613201,16403786,1365393565,1296523277,1373136634,1457581784,1435984602,411907991,32272711,1475636614,2140585291,37211360,1345471063,26064587,1849469018,524152956,495218257
531087699,33544273,536570751,29816437,423314029,1946239720,1472921335,1473310775,1342896035,1417604007,1403918540,494862493,1305041064,2024854815,1350432551,36664466,573918504,2015114410,1904572214,1864903571,2129010198,1474986276,1453445574,536622584,515796211,1423951093,1388315307,1842075523,1420729833,2102663942,548060434,1355303715,28884228,563731378,1373365085,2062783159,1445951789,1822748691,1483332124,1449960387,462688713,1831063223,28080217,425008229,407889392,1421276511,477215271,27884301,1985625432,1930946960,1960623484,2052095030,2136980144,482395435,32166594,418602100,1810190462,16757357,35539341,16785467,1811941565,28323518,2038551705,1374507775,1311985300
27601370,470573623,28617540,1467021921,475277908,1429593400,1336871742,522352129,501214041,508899026,1454060940,407002841,486420356,1444518970,1450990986,1388285565,1416793347,1340301496,1879539639,1331511806,1329734257,26561469,508634608,550959191,415904192,26307706,2034991122,1324830103,1899227477,1350441896,1300575889,1426878984,1437258607,467164309,1346249808,1968889610,1367115517,563058283,1916893729,1916773192,2124850878,1422179302,1476667695,453268024,456175029,1313010294,1491112638,1393891999,33668395,22516609,556030402,1924940448,2054458650,1477547399,484730094,35345754,29043511,1494271119,408055195,5199124,1959619247,1329641383,1848986415,478736022,1340683577
1918700778,418602618,529317217,35288363,545718810,1849196940,442314263,1490989539,863173410,405612251,1447695498,29584557,28306798,1391252055,26857440,1307789405,1313616363,1397045313,462686172,1378186616,1296871260,1887002443,1352788394,1421613181,422463288,1311091103,1385614582,1336689025,1298517605,1460830240,1917350740,2125051817,706293,1383322078,1982964397,469272842,422463788,399342335,1465922618,1472769004,1410653350,1301141423,26796624,547969253,1343422082,546863434,414118103,507065541,1920401941,567132047,1395353232,1372510187,2051513115,550172525,29036316,523251308,27836212,1494098572,28483419,26541266,1359210561,1330634641,1364507274,1298588433,429450483
1405434846,34179530,1810564446,526470776,2125102925,1454789390,411214201,489110016,1374358942,1878118253,1912836244,477250070,1909696269,1380438975,1479878167,1373452121,1397045310,538021207,1890880858,1335429926,566443116,1459608087,509098923,1409288116,525072570,550704026,1385613635,1469778259,573972725,2004554947,1426931387,454966827,529189532,1890441720,1338160550,1980987819,1903509374,1806070882,1851203597,1357788306,489970170,1882715082,27186441,1349465917,427142867,2045920617,2135939209,1349057138,1482226023,26678500,551338500,1368193767,1428166154,540347837,413812650,403012319,1797354,1407809839,507065617,447280579,557579518,446508792,2080394299,1392093440,1428884174
1974999791,26350246,555985854,413812371,1322134423,1418382140,460323693,1381388844,551337077,1368949857,1383983354,28347788,545551968,1407999038,1343670169,1371700205,1488388863,2031424294,531051869,1330186829,1352831087,1402826663,477821145,1297747972,1890962495,412187103,1459455086,1448517753,1403793256,1845886516,520458582,1413514424,1893425305,516612127,506610490,1452783582,550404928,1416675110,1393559326,1385999995,543655503,1832637325,1971161890,413834878,456185368,1362160935,523401801,1337219298,487527823,16640362,1826369441,1457798431,1351392727,41666580,3943788,526996048,34367464,1451038261,25770819,1409261814,2069886644,17084384,1845747462,1353150488,509906387
1305632563,33051847,1318568186,1297747561,449578411,570333143,32252796,512376123,484365079,1408738437,1368208440,442867745,1309901182,1381314718,424262725,1365154878,1332022035,1383678987,1497973024,1895915733,1406491528,38019444,481535196,1463554526,443292096,17260460,1998511259,1903259546,1298517606,1483117043,544289108,570272831,1465401581,496382415,1375868199,1398241556,33516923,1301861948,1847879384,2064216535,1366768876,1344292379,1830792844,498555745,422977043,550069409,1852400491,1370484115,1956642335,1964359098,1329855950,1368694562,1358226199,447926409,1362128002,1452612996,1617307,1392705192,407889304,30621821,1456147014,25545186,1484951337,464674726,487598727
1814127687,407677437,2006910108,1980565628,517647451,1341512019,1359978761,473964569,1419652449,1402812697,1399077314,28999942,493042213,1859703332,461887904,1299563307,551638951,1403042464,1356080051,1406510646,1803733227,29305208,1405175614,1482772566,1391365935,1934852235,1478413154,1866893355,553479175,1864651772,1398242249,1364106939,862085214,553424665,1364304985,2108645005,570304452,28987620,1857039171,1350630929,1386685756,865798360,1451767892,1990861,478029091,2051890539,1355928419,28356131,487527824,1401263388,574019322,1415529518,2068341680,36307489,33111826,465921593,1388263778,2032376553,28133711,1451038111,1363615399,571059080,2074754095,573454200,39956012
571942248,1299570939,1456131860,31191385,1971558142,1497740457,35314085,1428652655,1403432021,1317145809,1423993723,1499756230,409060967,573125025,419549837,1355182890,1350129343,508081733,1425985583,1392915550,1845512604,1420726051,1305367232,27995915,29594078,32465216,1381574552,1309903061,1899227478,1393117024,862085850,1345693122,1370245046,461811798,26838942,547466924,1835266139,1438809630,1871155135,1359787024,1374252536,1392904938,1831916308,39224593,545655945,28296285,512126464,27593894,2103742134,1423146268,1392143000,1369844217,2062326974,33891325,33522329,463840926,1343447,1426883649,31789275,4329684,1394744342,1338911558,2114904140,1366896630,29163477
1331082962,33051839,1422492072,518092090,418603391,2053239809,33694049,495220447,1369614394,411907447,1372932242,33020799,1308778732,1389704145,560929805,1373452122,1819539629,2069668058,1824177528,28865072,1898671955,1389513014,1424710014,1389237095,27040352,1397502984,2050828257,1324830104,494489268,442605209,1396535737,863286344,1389940214,2013494316,502706924,1922786480,411907316,1995397929,1496004145,1992275410,1348531197,1498588704,1487305130,480426324,454069834,563348314,26561504,1920628136,1941364472,1867224995,1336999531,27182699,1373847953,32639242,445844587,1403777426,32272734,1864072823,408277244,417859241,1343665984,1304767003,2040916320,1415721003,2144040442
1350316049,36308012,441429099,519265063,1347402091,2045041913,421160342,534539243,862794061,28016806,2081420912,1367514227,1341715550,1401863986,31649265,1371698554,1379298146,563417427,1830318381,1376818350,1309697658,17223391,1382608710,1309968212,2098401473,1393601905,1933723014,507851687,1334288808,535634420,455345545,1464608121,865491315,1871543334,2027273982,1325668841,1388165542,1832333761,1878918134,1399621156,1386685799,1419181533,1395121661,458697082,518088546,1987194909,1296723797,1295071944,26961569,2093900813,499922090,2050727563,2042216897,36308046,2006429784,407889394,2134427335,1425772726,442314215,404783968,1461778506,28323517,1853071384,34364665,1492248739
1477668563,35283447,1389241474,411213332,29816295,27707720,1485788961,512100391,448316067,1384327508,1376223375,865451507,504487153,2076625050,1892262219,1406197635,1473761410,548624088,1803352170,1331485821,1388747792,1817606789,1426928799,1366709932,458231565,569866532,1872870666,549850884,488790060,1388749084,1417923628,1303170786,1401472282,1457955695,28085660,1304831441,447079070,1980999689,1859588626,1313309002,1493123649,1331805537,487003783,1336046719,1353187780,1498439289,1475708633,574023568,1475708629,22661904,1347418568,2134519647,1855217840,399555572,35403349,440208014,26107930,1957726175,1999736,406347883,1341512228,1380369296,1932850247,1314373279,571340980
2053935289,33544176,1381791330,1324523062,486785786,1488834162,1376274192,531446178,503020150,17562825,1377178268,534065357,485612197,465921716,513356045,1415953111,1488391321,1370748280,2096106998,512845467,1429934652,1846154253,1390015504,1410906493,1962418270,1938003939,1847616415,1866025749,1334328938,1830525493,572168094,1366699521,1445812230,549548448,488807238,1443288622,1914960710,1420951211,1818554344,1305364884,1380874066,2018901181,1327587408,437608592,557309668,448518324,1406307057,28181143,1948848624,1865207350,2004427464,1408695819,2081988737,1856266501,494645631,25793410,456060,1307432431,408532488,26895827,1384520797,28347787,1870591804,1318954647,1331057058
2030267361,2048981078,1297005461,1318725469,2098632942,1425490373,409941538,517541029,499222366,484056240,1403701171,1922273238,1406340180,1469093932,506137706,1401663459,1890438298,1370748278,1901373592,570996488,1297743927,1413061072,489506341,1315569924,512613700,1897685983,1391144691,500396189,27851178,506092034,548060442,570273073,1393383460,1335774136,1926959484,1487357181,555950470,1886456269,1473758562,1804534780,1968721706,1383134774,27582568,1943835855,456175701,1315176009,1928559302,516196643,2120526731,2042943550,1347325011,1380035132,2036522711,407002424,431357458,416554746,32272736,1351564228,26202279,29750499,1929159919,26521110,2078485744,1298588434,1420618328
1403918539,33085127,1318718997,1355583018,514761217,1427335339,1412913879,1428784373,517647450,570288871,1390372052,1308761478,553813190,1446709288,26520634,1440582564,573999915,1391567069,2004426319,1417803941,1403270836,535241944,1377313523,1389557904,474791371,501008435,2002561790,1490226417,495052565,1818663206,1873071661,1306736733,1454018211,1842299498,1393741548,2102816481,1893501148,1921187976,1876657422,1946075314,1926467192,1392906856,1309277356,447079327,514543611,2135708560,1456119166,1418333266,1894219336,1904277288,1416444548,1301295047,1905585802,400690469,1357828731,36664610,1391393736,1905509041,3928985,400581198,1929157014,1318048969,1851311229,1323631439,479219236
1436365639,422094793,862138975,1804368434,535029678,2065331714,473964569,1833515974,1839571527,516320062,1951378424,501133911,507134023,2030762720,1453270091,1403272462,1365158077,1326961269,573581436,1390241844,1383248870,525968984,1300594449,472137543,1946271866,426194022,1353895505,1405064056,1335446425,1851976034,554201387,1320304669,41654369,1340311813,31527477,2032224321,1916907022,1866152807,1498312288,492834199,1359279935,2030847864,2010501535,1360746868,495542297,484058196,863086228,1480240941,1490915878,1927852192,1365393563,1857346615,1463370662,409931614,417247170,419254983,16491897,1477954500,408522539,22357759,1987905732,1318535174,535255134,1300719735,1842104862
1989248531,1314359433,1369354119,1395759055,443875067,1466504374,1452228074,444269723,2112249679,1839280107,1384121652,473940455,1344799752,1481292242,1299564000,1937575529,1340460868,1403042465,2098206473,501152088,1372690836,1378591481,1336864334,566443289,26155595,499274173,1448511195,1349181722,509647894,1349673334,1460830492,28381278,481691480,1336501813,2072047081,1860943586,1995338038,1429601884,1944577912,1461640736,1398654941,1354409686,1987321174,1323894128,454924211,1911641646,535181524,33419706,2107817798,1401263362,1988165652,2042781350,2136539512,419254776,28361356,463840905,1797332,1461552824,408532039,34696703,1421012092,1167914,1899288224,500686379,1316563456
