Deep_House,Tropical_House,Progressive_House,Bigroom_House,Bass_House,EDM_Progressive_House,Future_House,Future_Bounce,Ghetto_House,Melodic_Progressive_House,Deep_Progressive_House,Chill_House,Electro_House,Tech_House,Nu_Disco,Melodic_Techno,Industrial_Techno,Hard_Techno,Deep_Techno,Dark_Techno,Acid_Techno,Dub_Techno,Rawstyle,Psystyle,Hardstyle,Happy_UK_Core,Uptempo_Hardcode,Frenchcore,Industrial_Hardcore,Bigroom_Trance,FTP_Trance,Progressive_Trance,Uplifting_Trance,Tech_Trance,Full_On_Psy,Progressive_Psy,Melodic_Dubstep,Melodic_Bass,Color_Bass,Riddim_Dubstep,Deathstep,Deep_Dubstep,UK_Dubstep,Brostep,Future_Bass,Leftfield_Bass,Liquid_Funk,Neuro_Funk,Drum_And_Bass,UK_Garage,Breaks,Jungle,Hybrid_Trap,Dark_Trap,Chill_Trap,EDM_Trap,Jazz_Hop,Ambient,Chillout,Downtempo,Electronica,IDM,Indie_Dance,Brazilian_Bass,Carnival
862961399,1297750119,1302168770,34072192,34516404,1816054342,416424958,1419321836,1323631439,565975083,1378831135,516318173,1344799752,1318143352,424262713,1373453059,1367341051,1353120360,513363788,544512141,1309782601,1385332172,1294910309,1496897656,1969074917,1321603413,2014309009,2052450321,1946559301,1903529286,1418806560,1483469397,508231216,1307740103,1317607376,1419438291,2020507306,2056399805,1876657429,1387840896,1413820153,1306951734,863270133,460298213,453268794,1407938197,2044693907,1399428074,452601106,2022882525,1989523982,1378192749,2095722805,400689497,1853744347,463840926,1638489,1949927701,41633320,26895828,1335876595,1318534357,1917476870,1410385182,1317416737
1803705208,424264734,1987256854,1401539197,422463567,1453964858,1463527566,569870379,1397654233,1368951688,1479555121,453268422,1924338464,1382985098,427416283,1324281737,1372891321,1381021220,1439379779,1352751243,1456125038,17223389,489506341,424477297,409031805,1822579323,1825696493,506586548,1353121561,1871054631,1955412364,1382243869,1897432742,1383322078,1310060798,27753174,1891617568,2086217791,1944548838,1395752491,1804879506,1301850312,4219222,32408147,517891055,1300789327,568253989,574336802,1321810386,2048449478,409941532,2062934399,2000622348,418602431,1427047388,431080470,428642980,1401385636,27520705,5102651,1418967126,571336989,1893632669,1395113072,406730799
5182238,35528442,1341114209,1306157036,415090632,865861080,544509269,1359266885,549309175,520458415,1385290529,526468167,399552273,1885113660,557583354,573583420,1362937852,1961587735,26894982,1450687756,29594977,1338132409,434550501,1337213718,1336856695,1442809747,1425226256,1443242880,446875867,1407741413,1906047213,461544966,1902613809,1406574931,502706917,1939997754,2000622346,30512925,1841284236,1383147384,26451017,1983278772,27841396,526091191,535759417,1480984832,1318808255,1435902666,33668395,21165917,1914727812,441489169,1867030097,1365208106,1365639164,33314132,479764216,1408647021,432792553,1924552463,1851193971,1956618,1415290795,487003072,572461802
27340834,33761306,1386914808,471968879,486785749,477331403,1353150488,475277151,530995912,28016806,1467444621,2015676158,504206173,1407985538,1423190799,1443968208,1459038767,555721633,507796100,1841902055,1340106081,17305619,1388120392,1386701572,1809474911,18036683,1837920381,539019880,568202827,1336954020,1405882114,1439442061,502164063,1419154808,1332412928,1302084076,1806066524,2034084902,1815278409,493041483,26401742,1831063223,16475928,1296583163,533455573,1820939574,1468128185,27884300,490637463,26750891,543987353,24740625,1390373324,411921527,410629245,408055715,22821066,1399941029,26543081,28806467,2027017080,1167914,1957543756,1316073927,474567628
1331054137,414586136,1297005461,1897469553,35345061,2065856744,32408176,1857099448,864041038,1377657955,1357567019,542667073,1358015547,1333110076,461518864,1467302140,544633097,555817879,1317410765,1296857411,1396953303,1422241747,1366904658,1817052105,1867155415,1983593220,1404823095,1467963133,2015025041,1384915730,570069839,1477291176,1942370529,1457875491,1400953374,32192763,1903409381,1840644864,1944548837,1337914790,519913467,1445047685,1636497,439121040,1354221816,1821470576,1353687713,28356138,569801923,27062205,1858769488,1448582717,1826296133,32408576,405372756,29568787,4882139,1334291939,422463059,1890879576,2008083232,25749043,1947009474,1344311155,477251316
1346862994,34690421,1381791331,1336864363,449824929,2080377164,439911476,1386832510,456185367,1887269512,1415566643,1351478280,1853319576,1369931412,493330521,1391673444,1488391324,1368831933,520521828,1806096495,563630835,1390372657,1337028723,509009766,1983550607,507592818,1935383109,508357312,492985834,1472241524,2036810832,1307409849,500665908,502706413,469065940,1840902716,2022301930,498852355,1864549433,1410775558,436514490,1341508415,1496847601,427142041,422977043,1303168686,1488050142,429210017,1888184301,1921120740,1347161652,574207514,1478046916,400161999,437859734,414003656,4909219,1851512469,465261583,33252486,1905507594,1330635601,1929255287,1369915037,415792225
502709882,466794276,555985854,421203372,2055151205,1419180545,468877996,1344186583,1408903268,28364855,1437150742,1912836244,446875527,1299639072,547229326,1353881005,1394851805,572625184,1829302630,1314097958,1462537797,38019441,1402830331,501367567,32219599,26320150,1891919764,493041736,1353121562,2042810874,535714602,1309796097,1896049885,1365861252,1393741548,1866097146,434659448,1429604070,1964509645,417250291,543655506,1983278771,1971159564,422104893,1447684658,534263537,573911294,28402465,566436027,27210548,1820813742,27210827,1876356307,424262901,35310105,1989285242,1617307,1379969644,408522298,28525821,1304732638,27942099,1910574413,1305829614,1344584748
1474530662,1407706224,1366887971,1870865870,443875067,1326162793,1341919558,1379772057,1997255635,27823658,1434451933,1293951446,2046969047,1301533317,1469074574,1406400199,514053468,1398743867,2098206473,1440291198,1339215142,1364514821,509848931,1833354532,1845776691,561796986,1938131261,1871248341,1930235515,1394746683,525062256,2005423363,1484888609,1459104670,1354588027,503123164,1990362380,1921749248,2069662004,1910850558,507795687,1318152633,1861576776,414979050,540712084,1449822193,1389041143,1370342292,26391204,1422869845,2065109936,1848913965,2055169487,400689484,1320932709,507794771,487375740,1808684926,432698674,35288149,1390035224,22265968,1811542489,1362593124,2083769011
1395530765,400689529,531051246,1396140211,449578490,505820683,31531033,1454930904,531040468,28197433,1860761200,32102245,448917606,1301531764,1315696725,1329734256,1323471137,1399962015,1395123350,573935559,499222063,551900119,1909659707,1490932377,2077538230,32857343,1468071746,1450834473,1815413682,2038181065,567351744,1358226440,1353239535,1401018310,1346249808,535342148,1959129071,2013764791,2004875047,1297747430,5080930,1868374132,1806596431,1341322962,481535768,550068571,495220517,574339350,2055037776,2044810416,2048183039,1928586136,1832311157,407002817,477250091,515453517,1977374,1382939767,464547547,1886179212,1499310863,1397050550,1952430551,1300168979,863168093
1422890090,34690497,1329750349,1836944668,1344324195,2066820965,444269161,512100391,422790128,433223477,1404632098,1302553357,1303019152,1382358015,458238679,1313102727,1309136865,1372285400,1401163351,1440104824,1385182458,29305197,1400047915,1808790326,1325897787,1853150614,1859234876,1479235717,1361762846,508864083,1892287354,1476368670,1392417016,1844284958,506462049,1365193653,1498098747,1881926190,1878918134,1359854962,1301574046,571339539,26444491,1346079084,427542472,1341321828,1888231303,574915688,500913278,27007630,2026758501,1977690426,1444333484,401386066,465920655,34033209,41632480,1435911377,473602930,2013831894,1467448252,25749047,1428268797,1870113408,545914838
408522686,405372230,566442033,29593105,1318880071,1378618280,530057012,1379012026,2004559488,502228289,1384121652,449818577,1306156217,1354170534,2010275400,500858489,1416795121,555331188,1451853471,1417803946,1463395435,1331060148,1356433573,1864429036,411314062,1480537041,1847143403,1915985728,1883454218,1311292065,1384000193,1405370822,1353393597,1417209748,1326144142,478203051,2039061538,29362374,1871153147,1395749308,1377819294,1400047870,1303019438,1811590777,1343137578,500392084,2064631586,1318252212,1462614462,1886313726,2038488721,26813342,1368373332,400162947,1355587660,1367142564,22757347,3599880,408532488,32477512,1839137992,26394131,1845747461,1819714729,1496525441
31545902,404182082,1487146542,1395717068,409931188,1306669779,441489859,409931147,489110014,423407710,1363613791,502238642,1323887235,2054590064,31514030,1822726009,1405898356,1922989114,1425677241,1417803939,1363044629,29456231,1390520912,496382342,1889706193,1939838474,1364303673,2082138065,1331079337,573292481,1445952415,1308886726,1332918442,1404413758,1330167443,514546540,1876659571,1893501148,1498312292,554242329,1398840767,1349134206,1500511613,513363287,494389011,1313010294,26561505,574248658,1361736662,2043291713,1925109810,489997988,1493005488,408332405,417247170,427542370,35470660,1474527862,408277140,469699866,1471470745,28959003,1929410793,1307232604,503984758
1363253135,35283341,566435032,508260665,1322183745,1856007570,1501365499,1989099880,466795442,1373264025,1344768462,32574584,1351965060,1345461730,1962264383,1421626148,513938898,507936422,506047027,28591456,1427887827,1389630159,1381305076,1378675283,35440798,508081161,1909870130,1445378697,573982810,1331530160,531040273,420134760,1345307359,1416096439,1356743747,26521791,2103717186,1415581032,1501446057,2006056053,534126529,516657035,1402987071,514052281,529823283,1321208357,467953194,26177016,1912009932,1912925038,1311738567,3211525,1459158517,399555572,1391258937,480768683,452814328,1401267280,408522355,1851414328,1404655088,1386448926,2046249337,1461366998,1307129628
1477668563,407889029,554127937,404784231,31284084,1424954598,36064764,477936172,484365056,1317410537,1998870305,1872630471,553813190,1430572444,28677788,1306498716,2106320670,1382561296,493041019,27992317,1393632208,1851502412,1456653479,1341922601,458238412,1444408191,519708456,1359950618,1818082299,1902530440,548060435,1345461713,1340298369,539042884,1346470901,1394954635,1862461946,1384888377,2020508184,483671641,543655499,1381723341,487003783,434550123,1910159397,479979087,467952110,555666693,452804498,27189154,477332366,1400459504,1869331045,403012573,1325608654,415793189,1638485,1389847835,1453009592,400581198,1474934987,1992125993,442899361,1334478176,1380312785
1944102831,512296050,1396151848,36664743,557704098,1409704442,1475390901,530981438,451981574,1458485714,1401866588,450146597,31284084,1335446438,412268350,863489171,1828010906,507936416,1392908145,544512143,1472491302,574420956,1455848799,1297403468,28730941,1806396833,1347219990,1850225485,513815227,1967652777,438801457,536562541,502300630,1414744427,543968441,1345936906,865021923,1866202305,1497062540,573582340,1354629059,516653039,17562533,459733084,454966533,1498433743,1437060814,1434675363,34696237,2105205944,548575361,26813338,1462581575,400689496,1362030895,484058025,348163,1312482544,27485255,408522239,1807051193,25749056,1461397402,536711346,1393408033
1375014202,411907893,1329748345,1322562081,544204234,406086474,1331058292,1818720063,504204293,1394670982,1392084277,519193283,26197249,1924411568,1450990986,1299570279,1444060967,1488424138,1427888424,543260979,1375945915,1855312587,1333059323,479028320,1888817636,1392748292,1321583779,1982721623,522537693,1336954018,25749687,1443592125,554258639,31179365,561326577,1378639370,1992931543,1844596145,1825668223,1302186357,534539514,1439386049,19089821,445144996,467595244,1918273057,485964738,1436589863,442605212,2048498563,1376819591,1406003366,1493315125,1498588705,28477638,411907020,1788262,1461552825,465256217,1811295641,28647958,26394132,1355424693,1298511737,1300208377
2049883310,449824222,27713947,419116043,426009044,1314487549,475264038,466122592,512806259,2029921770,1397810049,1990067756,421160390,1472853234,29569777,1482331615,19159521,1340665212,1420726090,573945756,1346928738,38019445,1424710014,1449188490,1325994583,28983007,1385563803,1444724841,1899228752,1909813353,2021204272,1320076373,421160895,532950444,1956647003,26487652,1959802185,518904426,1410778633,1337238049,1868120855,1350079392,1493285302,413961032,449578460,1418973004,2094199294,26313135,1470849583,27596200,1457928861,546855545,2005138215,415792450,3943780,1988315073,458507089,1366232986,408055772,399354113,1415346129,25545184,2071635280,1486098878,515223803
1329523459,405599974,864647154,27714376,524003201,1406301722,465675024,465921418,509531515,1487729282,1853329329,514943738,1819202811,1309974271,27879782,1401045196,1377355941,501074708,532777467,1483970118,1315410273,26262413,1355182819,1406460845,26200595,2019672108,1454601098,511475324,27851178,1960412077,1927206726,1389806245,41654401,491695395,508232140,413812905,30987236,563249987,1811582183,1368695159,1368563820,1349100162,28716726,27157894,454438964,1398905104,400689449,1450199774,487527822,21165927,2007474965,1332741907,2026050188,1325108582,556494354,438456608,18841881,2062947434,411315025,26473575,1392143832,27743774,1318388448,1385291921,479418725
511920151,460476510,1366679515,1457489488,420069032,1294843168,404184365,444269723,1405421022,1403775873,1366706695,28347788,531190852,2056408252,27565433,520521829,1446902873,555331186,1825015446,573886005,1417036395,1400320718,501220315,1371577092,27056487,1414241922,1358028056,1327052891,513670514,1861771459,556118026,1388693656,1431751791,1352686119,1350747283,2074230472,1316979421,1442681212,1895739666,26399785,1391479463,512528452,523046031,1374005070,461519782,1321207392,29755471,1312637987,490637449,1402967648,1398233100,1452585651,2050546964,1406230545,421563314,399405313,22706348,1464266009,998240,30031460,1299912975,573870736,1849465526,1377164131,518895666
473740265,424264742,33419512,1324523062,1362811709,1384318315,1338597814,1432345346,865449621,2083675026,1367110532,865302468,2102344312,2053413876,401249633,1450796369,555366127,2069668058,27244060,1815145489,521555035,1351705517,1385806180,1479983303,34040829,1823124634,1413952777,1487496833,488577911,432792359,1371151532,1393318077,41654374,2063523595,1332412927,1357576358,1910159339,456185056,1323302744,1890154088,1374281296,1883263303,26556675,480579131,1428684698,1308765512,1493926695,29716137,1468942045,1856428640,1329828839,1368193767,1950994645,36307482,1489692021,1809642521,1445170537,5155011,407889985,1911104010,1944794571,1407909856,1395944834,1393224508,1326262656
1317386028,409647286,543988250,1365514892,401382189,437246019,1348854257,1897169240,1351687311,1325952147,1424386264,1358215098,1343449788,1355245923,32063759,1345583753,1932701640,1401831528,1803585200,551514302,1450099781,1389505371,1431282173,1408527317,1861707534,1403769315,1385832098,1330418842,1501325422,1390260413,481537233,1341511504,1331175725,1813405158,1442522438,1317409001,1830892837,444548492,1919112440,571338756,509010836,1312332929,1496849069,1365915207,454069695,1306053103,573951466,26905707,1921152424,1376648844,1996764962,1418401893,1428166153,455634453,404784938,1329606697,408250835,573168257,32337015,993480,1359978731,26369973,482796783,1298643830,1344421326
1989510065,34516541,862098751,1357486737,550280898,2089716173,31311581,421148088,1301783218,1303026194,1890441766,418550259,415126663,563579147,865058637,1374191648,1890438298,2029387332,1963079581,1341067529,1323433796,1369852184,1357774296,572848529,32219109,1386840385,1375909751,1391427910,1899228750,401723057,557583601,1979532740,504179440,1326850569,543968447,28186951,1840416761,1474810916,1913279817,491695082,1381368043,516196917,29755442,425684511,507585219,1343255444,2030860080,1335887932,427595650,27189145,2079668128,26876043,1336864755,29827011,1489234364,518076146,20563380,413961234,41633308,414979184,1366856334,16563243,1386424013,544289608,544802140
1348081986,35807052,1294091065,427595510,497131689,1448037347,412327394,1861364204,526618038,1423337373,1377551641,1320801139,489768200,865933568,2012284859,1294066827,1427883756,574259236,1803352170,26544461,1356028684,1332162991,1401861687,1379076316,28334572,1927334469,1819254052,1399889619,25791418,1379805922,1347402542,1993132886,505330474,1419326457,1375868195,1414949273,1847915047,411907313,1871155133,865471432,493283540,1454293965,442869592,474791347,550124208,472141846,479061694,26313132,463268733,26783296,2031027297,1939572663,2037175775,400161997,404784936,1311671948,35345737,1419045041,27591162,1316776201,1397573789,1299106150,1967223997,1474583876,492151597
469141470,41654484,28050998,1370008879,469243033,1896252297,1498604542,435004617,459733924,408140959,1346863329,491294231,1320099927,518895454,30031571,1371698550,1410565944,1405147705,1819861463,1398821602,573919974,508102767,1390430227,1459551645,1854578753,1368219740,866143296,1830438590,2024582470,1408954511,1908479808,1454936441,558560890,1388111638,1331062776,547467850,1313102814,26278741,1988427210,1379344651,1346745267,1823298718,1329046751,573225284,1456365675,1322195859,1418381590,1363319900,1377482460,2080392949,519193691,2001149406,1478046914,1439975121,2028474985,37854812,26303743,1447607573,408532234,28844380,33241165,18794126,1927655975,1314370696,1403305921
1492270055,504017474,1859828797,408332895,36024092,1989119313,417243777,1371069945,1400540897,32431893,1389976650,29490361,1357148108,568660578,26531498,1443968210,1353625397,529361387,1490782593,547033575,1423099999,17174699,1404456130,490416020,525241485,558560776,2023420055,1296548156,28044516,1445902842,1334395549,570559203,1850175073,539282382,1849208375,1430288019,1388165542,1817576399,1835758120,557579796,519913471,1966155044,2010501534,2037825715,450224897,1362813186,1440775604,1447695452,1904285796,26750890,1376280625,1397049780,1334036210,1856266501,421423546,419254462,26608884,1425491174,33252477,572085157,1336077924,1304767003,1373146260,1300604588,1321740060
488256188,33682881,1373259836,32320336,1302455928,32235400,475072477,1324114493,1373140510,1358749070,1481437663,27555281,27939618,1356641024,1480252354,508003317,573999915,1399637020,462686172,574309140,1306496882,4198582,1445778647,1440684810,1405390933,448317930,1391085865,1868712285,555331188,535521003,552534215,1308888255,1478114062,415593730,26365757,1455093602,1324830026,1887905818,1862898193,498555744,464508597,1383323700,26755193,410925041,463268858,1849139961,1351913156,1356119842,1307496237,26678501,492209737,26813348,1902136746,518813517,41650828,415792225,19074442,1308868292,28723597,413834087,1341512228,19165691,1932850247,865812385,422104487
1347423155,421160693,27600407,34614763,452814687,1377466890,475264070,1836783303,1301533267,1827457507,1366706697,1333575394,427542126,1878917782,41650958,1437149691,1395758944,2042414765,1972816064,1449066024,1480138927,514053508,504264344,1338528819,22270079,404182475,1426589538,1371780320,1331566348,410629904,495220388,2016624134,532683152,509106406,503127141,1455965171,444524927,1362692848,1834097772,1299563943,1381368041,1498588011,27233535,1315140967,1896776610,1342955268,467952112,566771990,2062537828,501220201,560027157,1944034347,1323494941,35270745,1408776068,1393397838,1788828,1401864002,32337005,2060546,1393527214,1181813,1942816235,1314370689,1318177197
1396055446,417859646,549053394,1323019134,421563730,2090562733,33051172,1394329439,1875331181,1899912676,2077758094,520906826,548649029,554260502,1450990984,1344772432,1390176944,2034863676,530986879,1905713759,1394983991,3096552,432509958,1859082200,1401325508,428375364,1484148417,1821539872,1844082333,1467230726,473440072,1419768526,1443869459,1470237210,33733205,506427501,1846051695,456185223,1836131471,1871695396,1427468037,1357568904,539492641,1959133789,32717499,573900184,29755476,574023568,1989128756,1345612539,1329897776,1367319673,1423096510,32408548,404184219,405079611,1788776,2056012602,28715716,28734978,1394161755,16956395,1478431405,1298614364,32196420
1308081937,402073474,1336856737,31912054,30373805,34468274,475279320,1463176075,485607645,477992142,1836250191,522354095,1316563279,1396301116,21151375,1358675245,27386752,1320073977,1846754939,1344340014,1331082930,1326148113,1406461020,1459075056,35920536,484872921,1403438359,531051808,522537692,2061540360,506170931,2016227364,1432343700,1851131637,1327588136,1403434045,1476756161,2014219967,1468228840,863515047,27544701,516196910,1447646855,1343449796,1889522342,1911641645,1298268063,1359049989,1475526061,26755186,1463361605,2001149405,1369855743,403012094,38494856,404784815,1382790211,1887861326,31947758,28115742,1897303728,20563792,1920506630,1361118293,546723063
484732423,414670127,1422492072,552458227,502228553,2056110104,462857216,1458124028,1401816950,404784015,1380808975,444389390,480575195,1320101167,1807593394,1330569019,1346016797,1385102541,26500100,1404453774,469141477,508416659,1366906228,1297498894,1890962495,1365666151,1336864852,2048658314,1442033937,1485905936,1317067814,1347209609,1811081323,504312431,1338095152,1376070331,1806070882,564504459,1869200051,1334297024,543655505,1465984910,1491192000,26249810,461519604,1865088994,1496736665,1470020998,487527848,27437007,1817549093,440208277,1459248793,408277589,462516430,428591863,1354738,1355740473,408532192,29350916,1454111106,1318534354,1821169306,1300603725,2025104144
1403918539,37202434,529317220,1451384962,565848011,1896258153,453185916,1430174854,504017339,508899026,1473517952,1330316671,2087552062,507163109,424264683,1295279652,1339987438,511925619,2075689788,1461817445,519943058,1447607572,1458974286,1378631855,28621332,1445963500,1379030422,1805420469,563585936,1856052111,2055965664,1434223473,1336999080,548010942,1332848884,28201365,448317686,1865359008,1496722212,1325384451,1854172967,1318152630,1357742320,1391825189,489770241,1365157280,535121974,1430658402,24461543,2008316143,2032373510,1875321234,2092189584,400162948,33223365,505451586,22821108,1985170033,28222656,2084776317,1318133698,1404960091,1954018152,552575053,562675180
